episode,scenario,steps,return,rolling_return_20,distance_m,mean_speed_mps,outcome,epsilon,mean_loss,eval_return,eval_distance_m,eval_safe_rate
63,lane,900,1081.84241,1032.1717,2577.538,28.6393,complete,0.433198,0.1013,,,
64,lane,900,1082.26188,1036.02022,2580.015,28.6668,complete,0.423698,0.096912,,,
65,lane,900,1070.1181,1037.96347,2559.218,28.4358,complete,0.414198,0.083296,,,
66,lane,900,1101.25699,1043.13797,2605.071,28.9452,complete,0.404698,0.088032,,,
67,lane,900,1089.65605,1050.62033,2578.343,28.6483,complete,0.395198,0.094503,,,
68,lane,900,1090.65068,1063.90379,2579.744,28.6638,complete,0.385698,0.078461,,,
69,lane,900,1065.75572,1065.72363,2521.254,28.0139,complete,0.376198,0.081786,,,
70,lane,900,1095.81037,1067.14178,2595.501,28.8389,complete,0.366698,0.074662,,,
71,lane,900,1087.40965,1071.79161,2566.835,28.5204,complete,0.357198,0.082428,,,
72,lane,900,1093.7224,1073.43252,2587.283,28.7476,complete,0.347698,0.092781,,,
73,lane,900,1099.92885,1075.81116,2598.516,28.8724,complete,0.338198,0.090428,,,
74,lane,900,1104.44028,1077.73507,2608.466,28.983,complete,0.328698,0.06977,,,
75,lane,900,1092.44118,1079.6452,2578.467,28.6496,complete,0.319198,0.100407,-504.46303,148.031,0.0
76,lane,900,1100.22946,1080.87729,2598.007,28.8667,complete,0.309698,0.075072,,,
77,lane,900,1103.73237,1082.52622,2605.4,28.9489,complete,0.300198,0.072635,,,
78,lane,900,1103.02036,1084.35675,2599.014,28.8779,complete,0.290698,0.088226,,,
79,lane,900,1114.49579,1086.86876,2632.241,29.2471,complete,0.281198,0.111345,,,
80,lane,900,1103.42113,1090.20394,2610.435,29.0048,complete,0.271698,0.07398,,,
81,lane,900,1102.40638,1091.64054,2608.965,28.9885,complete,0.262198,0.101504,,,
82,lane,900,1109.72802,1094.6164,2620.544,29.1172,complete,0.252698,0.086359,,,
83,lane,900,1105.6237,1095.80547,2606.679,28.9631,complete,0.243198,0.09111,,,
84,lane,900,1100.3625,1096.7105,2598.661,28.874,complete,0.233698,0.087267,,,
85,lane,900,1105.17442,1098.46332,2611.782,29.0198,complete,0.224198,0.081007,,,
86,lane,900,1104.64176,1098.63255,2611.394,29.0155,complete,0.214698,0.109585,,,
87,lane,900,1109.50075,1099.62479,2621.012,29.1224,complete,0.205198,0.101974,,,
88,lane,900,1100.58567,1100.12154,2593.991,28.8221,complete,0.195698,0.08145,,,
89,lane,900,1115.53899,1102.6107,2629.519,29.2169,complete,0.186198,0.116665,,,
90,lane,900,1123.60293,1104.00033,2636.682,29.2965,complete,0.176698,0.081215,,,
91,lane,900,1115.54567,1105.40713,2621.973,29.133,complete,0.167198,0.074991,,,
92,lane,900,1120.91669,1106.76685,2636.324,29.2925,complete,0.157698,0.095734,,,
93,lane,900,1119.29025,1107.73492,2632.155,29.2462,complete,0.148198,0.117369,,,
94,lane,900,1122.43886,1108.63484,2638.934,29.3215,complete,0.138698,0.117774,,,
95,lane,900,1122.24043,1110.12481,2634.13,29.2681,complete,0.129198,0.092488,,,
96,lane,900,1123.58286,1111.29248,2638.071,29.3119,complete,0.119698,0.09634,,,
97,lane,900,1123.82727,1112.29722,2634.399,29.2711,complete,0.110198,0.102156,,,
98,lane,900,1127.18829,1113.50562,2641.969,29.3552,complete,0.100698,0.087325,,,
99,lane,900,1126.61848,1114.11175,2640.655,29.3406,complete,0.091198,0.120138,,,
100,lane,900,1122.85061,1115.08323,2637.367,29.3041,complete,0.081698,0.103494,-484.2538,212.209,0.0
101,lane,900,1129.40453,1116.43313,2644.795,29.3866,complete,0.072198,0.142185,,,
102,lane,900,1123.61058,1117.12726,2634.751,29.275,complete,0.062698,0.111306,,,
103,lane,900,1125.12119,1118.10214,2642.758,29.364,complete,0.053198,0.106398,,,
104,lane,900,1123.32953,1119.25049,2643.056,29.3673,complete,0.05,0.096741,,,
105,lane,900,1128.24446,1120.40399,2644.84,29.3871,complete,0.05,0.107716,,,
106,lane,900,1128.56573,1121.60019,2646.085,29.4009,complete,0.05,0.095815,,,
107,lane,900,1107.4028,1121.49529,2642.986,29.3665,complete,0.05,0.094751,,,
108,lane,900,1128.25624,1122.87882,2645.418,29.3935,complete,0.05,0.113967,,,
109,lane,900,1126.61526,1123.43263,2642.276,29.3586,complete,0.05,0.112414,,,
110,lane,900,1126.12062,1123.55852,2645.418,29.3935,complete,0.05,0.098598,,,
111,lane,900,1127.13935,1124.1382,2641.027,29.3447,complete,0.05,0.099203,,,
112,lane,900,1129.16844,1124.55079,2644.77,29.3863,complete,0.05,0.129081,,,
113,lane,900,1130.06628,1125.08959,2646.596,29.4066,complete,0.05,0.126,,,
114,lane,900,1127.71624,1125.35346,2644.188,29.3799,complete,0.05,0.095053,,,
115,lane,900,1121.69818,1125.32635,2641.796,29.3533,complete,0.05,0.112646,,,
116,lane,900,1125.7816,1125.43628,2644.502,29.3834,complete,0.05,0.094385,,,
117,lane,900,1126.33226,1125.56153,2643.622,29.3736,complete,0.05,0.087331,,,
118,lane,900,1124.95769,1125.45,2638.282,29.3142,complete,0.05,0.097559,,,
119,lane,900,1126.03882,1125.42102,2644.0,29.3778,complete,0.05,0.106476,,,
120,lane,900,1120.02181,1125.27958,2643.013,29.3668,complete,0.05,0.117731,,,
121,lane,900,1127.08207,1125.16346,2644.334,29.3815,complete,0.05,0.111457,,,
122,lane,900,1124.13028,1125.18944,2642.983,29.3665,complete,0.05,0.122467,,,
123,lane,900,1124.46775,1125.15677,2641.548,29.3505,complete,0.05,0.1121,,,
124,lane,900,1125.50889,1125.26574,2643.983,29.3776,complete,0.05,0.115223,,,
125,lane,900,1122.01547,1124.95429,2638.257,29.314,complete,0.05,0.108927,-502.09664,186.832,0.0
126,lane,900,1125.93419,1124.82271,2643.748,29.375,complete,0.05,0.110047,,,
127,lane,900,1124.87535,1125.69634,2640.81,29.3423,complete,0.05,0.113124,,,
128,lane,900,1124.94234,1125.53064,2642.757,29.364,complete,0.05,0.116615,,,
129,lane,900,1125.54807,1125.47728,2643.277,29.3697,complete,0.05,0.099809,,,
130,lane,900,1125.42718,1125.44261,2640.906,29.3434,complete,0.05,0.104395,,,
131,lane,900,1127.91958,1125.48162,2642.454,29.3606,complete,0.05,0.112528,,,
132,lane,900,1127.40619,1125.39351,2644.1,29.3789,complete,0.05,0.10387,,,
133,lane,900,1124.69048,1125.12472,2644.426,29.3825,complete,0.05,0.11723,,,
134,lane,900,1118.55912,1124.66687,2633.274,29.2586,complete,0.05,0.123267,,,
135,lane,900,1124.07581,1124.78575,2643.094,29.3677,complete,0.05,0.134661,,,
136,lane,900,1126.98942,1124.84614,2642.063,29.3563,complete,0.05,0.11929,,,
137,lane,900,1122.41227,1124.65014,2641.962,29.3551,complete,0.05,0.124739,,,
138,lane,900,1119.92044,1124.39828,2643.218,29.3691,complete,0.05,0.107652,,,
139,lane,900,1121.64172,1124.17842,2643.831,29.3759,complete,0.05,0.115229,,,
140,lane,900,1126.77318,1124.51599,2643.617,29.3735,complete,0.05,0.133734,,,
141,lane,900,1117.90482,1124.05713,2634.653,29.2739,complete,0.05,0.105226,,,
142,lane,900,1126.93135,1124.19718,2646.193,29.4021,complete,0.05,0.12075,,,
143,lane,900,1116.81702,1123.81464,2637.294,29.3033,complete,0.05,0.132321,,,
144,lane,900,1115.74761,1123.32658,2638.129,29.3125,complete,0.05,0.107673,,,
145,lane,900,1124.64441,1123.45803,2643.481,29.372,complete,0.05,0.11606,,,
146,lane,900,1122.57758,1123.2902,2636.264,29.2918,complete,0.05,0.107692,,,
147,lane,900,1124.83552,1123.28821,2639.298,29.3255,complete,0.05,0.121401,,,
148,lane,900,1123.73304,1123.22774,2640.583,29.3398,complete,0.05,0.095518,,,
149,lane,900,1119.09245,1122.90496,2634.613,29.2735,complete,0.05,0.120123,,,
150,lane,900,1119.23195,1122.5952,2638.623,29.318,complete,0.05,0.125451,-447.6458,322.807,0.0
151,light_traffic,613,-88.70367,1061.76404,1617.573,26.3878,collision,0.05,0.115735,,,
152,light_traffic,116,-450.86835,982.85031,277.837,23.9514,collision,0.05,0.111325,,,
153,light_traffic,151,-413.10875,905.96035,376.471,24.9318,collision,0.05,0.098883,,,
154,light_traffic,228,-349.9362,832.53558,573.336,25.1463,collision,0.05,0.19973,,,
155,light_traffic,53,-507.64299,750.94964,104.086,19.6388,collision,0.05,0.071956,,,
156,light_traffic,137,-433.64298,672.91802,327.179,23.8817,collision,0.05,0.177949,,,
157,light_traffic,42,-518.88536,590.85314,77.38,18.4239,collision,0.05,0.138712,,,
158,light_traffic,87,-479.64569,510.87483,203.536,23.3949,collision,0.05,0.193786,,,
159,light_traffic,351,-215.71293,444.0071,955.376,27.2187,collision,0.05,0.243289,,,
160,light_traffic,111,-458.85332,364.72578,272.654,24.5634,collision,0.05,0.294451,,,
161,light_traffic,68,-504.31835,283.61462,149.249,21.9484,collision,0.05,0.41603,,,
162,light_traffic,34,-526.57423,200.93934,59.126,17.39,collision,0.05,0.349268,,,
163,light_traffic,296,-217.43713,134.22663,798.887,26.9894,collision,0.05,0.286076,,,
164,light_traffic,277,-319.55899,62.4613,727.736,26.2721,collision,0.05,0.285579,,,
165,light_traffic,249,-307.53225,-9.14753,660.97,26.545,collision,0.05,0.130361,,,
166,light_traffic,131,-436.79253,-87.11604,305.585,23.3271,collision,0.05,0.589833,,,
167,light_traffic,60,-504.90456,-168.60304,123.82,20.6367,collision,0.05,0.342041,,,
168,light_traffic,101,-492.90015,-249.4347,230.3,22.802,collision,0.05,0.093172,,,
169,light_traffic,169,-394.74624,-325.12664,453.833,26.854,collision,0.05,0.306198,,,
170,light_traffic,189,-400.06065,-401.09127,485.246,25.6744,collision,0.05,0.342182,,,
171,light_traffic,430,-141.40447,-403.72631,1076.891,25.044,collision,0.05,0.416724,,,
172,light_traffic,113,-455.73195,-403.96949,282.206,24.9739,collision,0.05,0.305927,,,
173,light_traffic,365,-189.55297,-392.7917,981.742,26.897,collision,0.05,0.509337,,,
174,light_traffic,63,-505.69995,-400.57988,125.32,19.892,collision,0.05,0.440714,,,
175,light_traffic,277,-306.65,-390.53023,662.179,23.9054,collision,0.05,0.249494,-412.6992,422.344,0.0
176,light_traffic,32,-529.29998,-395.31308,54.054,16.892,collision,0.05,0.09948,,,
177,light_traffic,86,-512.74975,-395.0063,182.391,21.2082,collision,0.05,0.488615,,,
178,light_traffic,160,-330.97295,-387.57267,415.14,25.9463,collision,0.05,0.410563,,,
179,light_traffic,314,-421.45047,-397.85954,726.033,23.1221,collision,0.05,0.445334,,,
180,light_traffic,52,-515.00545,-400.66715,100.17,19.2635,collision,0.05,0.463524,,,
181,light_traffic,121,-472.33429,-399.06795,291.985,24.131,collision,0.05,0.622057,,,
182,light_traffic,121,-448.72068,-395.17527,298.293,24.6523,collision,0.05,0.248003,,,
183,light_traffic,272,-457.35869,-407.17135,635.301,23.3567,collision,0.05,0.819501,,,
184,light_traffic,285,-243.89949,-403.38837,770.804,27.0457,collision,0.05,0.49347,,,
185,light_traffic,118,-474.63587,-411.74355,278.593,23.6096,collision,0.05,0.466495,,,
186,light_traffic,302,-536.99949,-416.7539,666.926,22.0836,collision,0.05,0.479665,,,
187,light_traffic,123,-552.3947,-419.12841,246.04,20.0032,collision,0.05,0.56552,,,
188,light_traffic,900,855.63768,-351.70152,2235.049,24.8339,complete,0.05,0.608812,,,
189,light_traffic,900,-53.6982,-334.64912,1830.361,20.3373,complete,0.05,0.444019,,,
190,light_traffic,591,-311.27671,-330.20992,896.981,15.1773,collision,0.05,0.488733,,,
191,light_traffic,900,394.23963,-303.42771,1647.558,18.3062,complete,0.05,0.561262,,,
192,light_traffic,519,-457.79764,-303.531,735.651,14.1744,collision,0.05,0.630363,,,
193,light_traffic,900,469.13744,-270.59648,1176.963,13.0774,complete,0.05,0.460857,,,
194,light_traffic,900,425.52474,-224.03524,998.378,11.0931,complete,0.05,0.586047,,,
195,light_traffic,900,884.65507,-164.46999,2200.365,24.4485,complete,0.05,0.583568,,,
196,light_traffic,484,-338.78255,-154.94412,650.584,13.4418,collision,0.05,0.654514,,,
197,light_traffic,900,407.49569,-108.93185,1013.579,11.262,complete,0.05,0.592493,,,
198,light_traffic,900,345.41552,-75.11242,867.768,9.6419,complete,0.05,0.449143,,,
199,light_traffic,900,829.49027,-12.56539,1952.298,21.6922,complete,0.05,0.520094,,,
200,light_traffic,900,758.5098,51.11038,1820.964,20.2329,complete,0.05,0.544427,490.05797,1244.251,1.0
201,light_traffic,900,850.63784,117.25898,1998.505,22.2056,complete,0.05,0.614153,,,
202,light_traffic,900,486.83678,164.03686,1112.67,12.363,complete,0.05,0.5789,,,
203,light_traffic,900,735.28639,223.66911,1702.738,18.9193,complete,0.05,0.55963,,,
204,light_traffic,900,939.20702,282.82444,2308.204,25.6467,complete,0.05,0.761181,,,
205,light_traffic,900,643.45663,338.72906,1413.156,15.7017,complete,0.05,0.54051,,,
206,light_traffic,601,115.14876,371.33647,1508.589,25.1013,collision,0.05,0.607295,,,
207,light_traffic,900,806.90081,439.30125,1855.342,20.6149,complete,0.05,0.573712,,,
208,light_traffic,900,759.48419,434.49357,1770.143,19.6683,complete,0.05,0.554648,,,
209,light_traffic,900,666.33428,470.4952,1607.211,17.8579,complete,0.05,0.568099,,,
210,light_traffic,548,-20.05266,485.0564,1198.295,21.8667,collision,0.05,0.599769,,,
211,light_traffic,900,574.52689,494.07076,1223.521,13.5947,complete,0.05,0.581873,,,
212,light_traffic,900,865.87871,560.25458,2086.889,23.1877,complete,0.05,0.657884,,,
213,light_traffic,900,565.40076,565.06775,1252.039,13.9115,complete,0.05,0.591025,,,
214,light_traffic,900,627.03997,575.14351,1398.918,15.5435,complete,0.05,0.674705,,,
215,light_traffic,900,858.8171,573.85161,2016.147,22.4016,complete,0.05,0.484444,,,
216,light_traffic,900,693.64914,625.47319,1624.023,18.0447,complete,0.05,0.572742,,,
217,light_traffic,900,490.13226,629.60502,1229.093,13.6566,complete,0.05,0.571095,,,
218,light_traffic,177,-320.8802,596.29024,470.36,26.574,collision,0.05,0.822362,,,
219,light_traffic,900,612.14378,585.42291,1386.307,15.4034,complete,0.05,0.543517,,,
220,light_traffic,900,387.96207,566.89553,1006.38,11.182,complete,0.05,0.592628,,,
221,light_traffic,900,563.79257,552.55326,1228.621,13.6513,complete,0.05,0.605757,,,
222,light_traffic,900,524.98194,554.46052,1481.272,16.4586,complete,0.05,0.618887,,,
223,light_traffic,900,616.32566,548.51248,1435.492,15.9499,complete,0.05,0.622843,,,
224,light_traffic,78,-430.57909,480.02318,165.583,21.2286,collision,0.05,0.795442,,,
225,light_traffic,900,493.9579,472.54824,1144.392,12.7155,complete,0.05,0.584392,528.25131,1162.191,1.0
226,light_traffic,526,-129.95855,460.29288,942.51,17.9184,collision,0.05,0.730533,,,
227,light_traffic,900,434.48349,441.67201,960.315,10.6702,complete,0.05,0.673302,,,
228,light_traffic,70,-442.02024,381.59679,147.574,21.082,collision,0.05,0.599948,,,
229,light_traffic,596,-179.00731,339.32971,855.558,14.355,collision,0.05,0.597145,,,
230,light_traffic,118,-404.23557,320.12056,235.512,19.9586,collision,0.05,0.821844,,,
231,light_traffic,900,599.0994,321.34919,1503.574,16.7064,complete,0.05,0.68891,,,
232,light_traffic,900,492.89607,302.70006,1049.116,11.6568,complete,0.05,0.784178,,,
233,light_traffic,279,-275.04947,260.67755,573.154,20.5432,collision,0.05,0.718236,,,
234,light_traffic,226,-322.19095,213.216,511.681,22.6407,collision,0.05,0.838233,,,
235,light_traffic,900,736.87228,207.11876,1844.778,20.4975,complete,0.05,0.783922,,,
236,light_traffic,99,-411.72614,151.84999,217.567,21.9765,collision,0.05,0.784725,,,
237,light_traffic,900,581.10562,156.39866,1318.443,14.6494,complete,0.05,0.780543,,,
238,light_traffic,62,-457.79534,149.55291,108.356,17.4768,collision,0.05,1.248522,,,
239,light_traffic,742,64.89616,122.19052,1406.541,18.9561,collision,0.05,0.728928,,,
240,light_traffic,900,778.91759,141.7383,2023.421,22.4825,complete,0.05,0.700302,,,
241,light_traffic,900,552.46282,141.17181,1286.777,14.2975,complete,0.05,0.798831,,,
242,light_traffic,900,408.93455,135.36944,892.289,9.9143,complete,0.05,0.792738,,,
243,light_traffic,900,448.68839,126.98758,1005.678,11.1742,complete,0.05,0.716959,,,
244,light_traffic,900,485.97147,172.81511,1221.543,13.5727,complete,0.05,0.907307,,,
245,light_traffic,900,652.78665,180.75655,1609.415,17.8824,complete,0.05,0.875133,,,
246,light_traffic,900,464.27933,210.46844,988.753,10.9861,complete,0.05,0.805237,,,
247,light_traffic,133,-437.73438,166.85755,323.722,24.34,collision,0.05,0.740455,,,
248,light_traffic,900,453.27722,211.62242,1025.214,11.3913,complete,0.05,0.667923,,,
249,light_traffic,209,-346.97,203.22428,549.56,26.2947,collision,0.05,0.623522,,,
250,light_traffic,900,447.69314,245.82072,933.266,10.3696,complete,0.05,0.670343,498.45467,1038.631,1.0
251,light_traffic,900,331.65665,232.44858,1032.207,11.469,complete,0.05,0.4855,,,
252,light_traffic,900,740.3531,244.82143,1746.591,19.4066,complete,0.05,0.465356,,,
253,light_traffic,900,583.74874,287.76135,1277.787,14.1976,complete,0.05,0.337427,,,
254,light_traffic,390,-126.55439,297.54317,904.805,23.2001,collision,0.05,0.474575,,,
255,light_traffic,175,-383.49112,241.525,423.065,24.1751,collision,0.05,0.403044,,,
256,light_traffic,900,873.71219,305.79692,2091.452,23.2384,complete,0.05,0.411421,,,
257,light_traffic,900,724.36055,312.95967,1738.506,19.3167,complete,0.05,0.312825,,,
258,light_traffic,900,604.39571,366.06922,1417.681,15.752,complete,0.05,0.332768,,,
259,light_traffic,900,754.61181,400.555,1750.517,19.4502,complete,0.05,0.41281,,,
260,light_traffic,784,231.08556,373.1634,2031.45,25.9113,collision,0.05,0.372279,,,
261,light_traffic,900,511.56747,371.11863,1098.616,12.2068,complete,0.05,0.362262,,,
262,light_traffic,900,443.15111,372.82946,947.085,10.5232,complete,0.05,0.386402,,,
263,light_traffic,900,546.2314,377.70661,1261.486,14.0165,complete,0.05,0.353639,,,
264,light_traffic,243,-242.46578,341.28475,644.305,26.5146,collision,0.05,0.246912,,,
265,light_traffic,900,613.66521,339.32868,1375.375,15.2819,complete,0.05,0.381647,,,
266,light_traffic,900,481.47547,340.18848,1031.437,11.4604,complete,0.05,0.346451,,,
267,light_traffic,900,871.99991,405.6752,2061.146,22.9016,complete,0.05,0.364836,,,
268,light_traffic,900,462.47342,406.13501,1090.127,12.1125,complete,0.05,0.425034,,,
269,light_traffic,900,709.02754,458.93489,1613.533,17.9281,complete,0.05,0.360545,,,
270,light_traffic,900,842.04387,478.65242,2058.002,22.8667,complete,0.05,0.316295,,,
271,light_traffic,900,845.76397,504.35779,2215.269,24.6141,complete,0.05,0.469397,,,
272,light_traffic,900,593.24709,497.00249,1359.584,15.1065,complete,0.05,0.471967,,,
273,light_traffic,900,712.49885,503.43999,1624.319,18.048,complete,0.05,0.358815,,,
274,light_traffic,900,492.36479,534.38595,1060.296,11.7811,complete,0.05,0.380896,,,
275,light_traffic,900,641.3932,585.63017,1438.784,15.9865,complete,0.05,0.315753,506.61942,1088.008,1.0
276,light_traffic,900,565.73763,570.23144,1246.04,13.8449,complete,0.05,0.381378,,,
277,light_traffic,900,503.27257,559.17704,1095.565,12.1729,complete,0.05,0.44124,,,
278,light_traffic,900,795.89331,568.75192,1845.02,20.5002,complete,0.05,0.330658,,,
279,light_traffic,900,587.6517,560.40391,1295.681,14.3965,complete,0.05,0.25302,,,
280,light_traffic,900,822.89389,589.99433,1941.62,21.5736,complete,0.05,0.373113,,,
281,light_traffic,900,726.68921,600.75042,1763.904,19.5989,complete,0.05,0.366301,,,
282,light_traffic,900,697.07028,613.44638,1611.462,17.9051,complete,0.05,0.358396,,,
283,light_traffic,900,667.52947,619.51128,1505.854,16.7317,complete,0.05,0.407958,,,
284,light_traffic,900,768.74624,670.07188,1772.676,19.6964,complete,0.05,0.307969,,,
285,light_traffic,900,436.23363,661.2003,910.738,10.1193,complete,0.05,0.287278,,,
286,light_traffic,900,734.21624,673.83734,1822.4,20.2489,complete,0.05,0.41261,,,
287,light_traffic,900,543.4556,657.41012,1274.014,14.1557,complete,0.05,0.297847,,,
288,light_traffic,900,612.73311,664.92311,1521.732,16.9081,complete,0.05,0.372616,,,
289,light_traffic,900,537.8655,656.36501,1472.608,16.3623,complete,0.05,0.282638,,,
290,light_traffic,900,455.73908,637.04977,1135.632,12.6181,complete,0.05,0.331687,,,
291,light_traffic,900,549.56793,622.23997,1237.552,13.7506,complete,0.05,0.311093,,,
292,light_traffic,900,725.38829,628.84703,1650.949,18.3439,complete,0.05,0.308783,,,
293,light_traffic,900,639.08239,625.1762,1492.565,16.5841,complete,0.05,0.347625,,,
294,light_traffic,900,574.03241,629.25958,1301.097,14.4566,complete,0.05,0.274141,,,
295,light_traffic,900,913.1087,642.84536,2267.705,25.1967,complete,0.05,0.258305,,,
296,light_traffic,900,646.89595,646.90327,1601.483,17.7943,complete,0.05,0.248014,,,
297,light_traffic,900,477.06844,645.59307,1072.96,11.9218,complete,0.05,0.260221,,,
298,light_traffic,900,750.20794,643.3088,1736.099,19.29,complete,0.05,0.272952,,,
299,light_traffic,900,393.69577,633.611,840.509,9.339,complete,0.05,0.224965,,,
300,light_traffic,900,534.03251,619.16793,1214.355,13.4928,complete,0.05,0.17375,528.65654,1189.203,1.0
301,light_traffic,900,547.74204,610.22058,1241.046,13.7894,complete,0.05,0.224193,,,
302,light_traffic,900,586.74733,604.70443,1328.597,14.7622,complete,0.05,0.228325,,,
303,light_traffic,900,485.12339,595.58413,1036.145,11.5127,complete,0.05,0.249535,,,
304,light_traffic,900,941.44554,604.21909,2246.405,24.9601,complete,0.05,0.226844,,,
305,light_traffic,900,577.46607,611.28071,1316.004,14.6223,complete,0.05,0.245317,,,
306,light_traffic,900,685.31453,608.83563,2106.611,23.4068,complete,0.05,0.236856,,,
307,light_traffic,900,906.33452,626.97957,2295.412,25.5046,complete,0.05,0.185039,,,
308,light_traffic,900,549.74939,623.83039,1216.341,13.5149,complete,0.05,0.175332,,,
