episode,scenario,steps,return,rolling_return_20,distance_m,mean_speed_mps,outcome,epsilon,mean_loss,eval_return,eval_distance_m,eval_safe_rate
327,traffic,900,454.02755,559.17961,953.086,10.5898,complete,0.05,0.099647,,,
328,traffic,900,545.50192,554.64542,1201.293,13.3477,complete,0.05,0.092912,,,
329,traffic,900,845.91219,565.73006,1928.025,21.4225,complete,0.05,0.119643,,,
330,traffic,900,443.15038,562.66628,997.467,11.083,complete,0.05,0.119834,,,
331,traffic,711,-44.30674,528.02249,1324.87,18.6339,collision,0.05,0.100887,,,
332,traffic,900,539.72367,524.16893,1246.22,13.8469,complete,0.05,0.131265,,,
333,traffic,900,750.61707,535.27537,1720.004,19.1112,complete,0.05,0.129823,,,
334,traffic,900,721.3774,544.53061,1649.554,18.3284,complete,0.05,0.143735,,,
335,traffic,900,558.32396,545.00165,1212.443,13.4716,complete,0.05,0.138051,,,
336,traffic,900,565.09954,550.08147,1238.636,13.7626,complete,0.05,0.106027,,,
337,traffic,900,536.50466,543.6518,1268.486,14.0943,complete,0.05,0.109496,,,
338,traffic,900,404.45472,526.59912,871.667,9.6852,complete,0.05,0.150045,,,
339,traffic,900,451.1317,526.82098,1025.994,11.3999,complete,0.05,0.146978,,,
340,traffic,900,538.58488,529.95047,1206.461,13.4051,complete,0.05,0.121029,,,
341,traffic,900,693.06103,535.32034,1674.378,18.6042,complete,0.05,0.162855,,,
342,traffic,900,572.65408,541.59226,1350.224,15.0025,complete,0.05,0.155054,,,
343,traffic,900,582.38221,545.82519,1357.729,15.0859,complete,0.05,0.127112,,,
344,traffic,900,508.65689,546.13317,1078.588,11.9843,complete,0.05,0.138891,,,
345,traffic,900,390.41567,534.29516,995.841,11.0649,complete,0.05,0.124701,,,
346,traffic,900,425.15073,524.12118,1305.029,14.5003,complete,0.05,0.130188,,,
347,traffic,900,810.67985,541.95379,1905.759,21.1751,complete,0.05,0.138891,,,
348,traffic,900,446.86279,537.02183,928.663,10.3185,complete,0.05,0.093405,,,
349,traffic,900,375.22865,513.48766,972.8,10.8089,complete,0.05,0.110921,,,
350,traffic,900,452.03657,513.93197,971.673,10.7964,complete,0.05,0.139126,392.70233,1201.382,0.8
351,traffic,900,464.61866,539.37824,1104.853,12.2761,complete,0.05,0.135651,,,
352,traffic,900,579.57232,541.37067,1300.664,14.4518,complete,0.05,0.146574,,,
353,traffic,900,247.997,516.23967,1260.146,14.0016,complete,0.05,0.115791,,,
354,traffic,900,386.9525,499.51842,881.036,9.7893,complete,0.05,0.168692,,,
355,traffic,900,382.84265,490.74436,896.208,9.9579,complete,0.05,0.102722,,,
356,traffic,428,-343.15509,445.33162,739.309,17.2736,collision,0.05,0.098133,,,
357,traffic,900,421.48079,439.58043,933.242,10.3694,complete,0.05,0.144155,,,
358,traffic,900,459.28825,442.32211,1014.365,11.2707,complete,0.05,0.162292,,,
359,traffic,900,563.68867,447.94996,1232.676,13.6964,complete,0.05,0.128581,,,
360,traffic,900,565.03118,449.27227,1238.763,13.764,complete,0.05,0.124602,,,
361,traffic,900,541.74031,441.70623,1168.224,12.9803,complete,0.05,0.145591,,,
362,traffic,900,555.25984,440.83652,1196.745,13.2972,complete,0.05,0.104469,,,
363,traffic,900,401.56925,431.79587,845.325,9.3925,complete,0.05,0.189397,,,
364,traffic,900,454.04513,429.06529,1016.322,11.2925,complete,0.05,0.102029,,,
365,traffic,900,512.29297,435.15915,1286.185,14.2909,complete,0.05,0.139976,,,
366,traffic,900,578.75412,442.83932,1329.679,14.7742,complete,0.05,0.095502,,,
367,traffic,653,62.21725,405.41619,1297.136,19.8643,off_road,0.05,0.129398,,,
368,traffic,900,358.91487,401.01879,887.819,9.8647,complete,0.05,0.130633,,,
369,traffic,900,355.26844,400.02078,1062.494,11.8055,complete,0.05,0.169932,,,
370,traffic,900,602.74356,407.55613,1336.296,14.8477,complete,0.05,0.15619,,,
371,traffic,900,483.81251,408.51583,1051.698,11.6855,complete,0.05,0.15487,,,
372,traffic,341,-561.94037,351.44019,375.231,11.0038,collision,0.05,0.137849,,,
373,traffic,900,414.11501,359.74609,1293.163,14.3685,complete,0.05,0.136512,,,
374,traffic,900,458.19025,363.30798,1085.709,12.0634,complete,0.05,0.165074,,,
375,traffic,900,419.92057,365.16188,892.886,9.921,complete,0.05,0.18364,,,
376,traffic,900,465.75262,405.60726,1065.005,11.8334,complete,0.05,0.18608,,,
377,traffic,900,551.42286,412.10436,1219.654,13.5517,complete,0.05,0.173368,,,
378,traffic,900,575.189,417.8994,1341.774,14.9086,complete,0.05,0.176971,,,
379,traffic,900,471.32823,413.28138,1064.949,11.8328,complete,0.05,0.137371,,,
380,traffic,837,53.92209,387.72593,1064.256,12.7151,off_road,0.05,0.121166,,,
381,traffic,900,380.52182,379.665,1019.432,11.327,complete,0.05,0.153492,,,
382,traffic,900,519.79448,377.89173,1142.542,12.6949,complete,0.05,0.172889,,,
383,traffic,900,788.44894,397.23572,1840.359,20.4484,complete,0.05,0.165309,,,
384,traffic,900,696.21412,409.34417,1750.603,19.4511,complete,0.05,0.166471,,,
385,traffic,900,680.44721,417.75188,1587.553,17.6395,complete,0.05,0.153135,,,
386,traffic,900,508.50153,414.23925,1141.463,12.6829,complete,0.05,0.184984,,,
387,traffic,900,483.44307,435.30054,1053.952,11.7106,complete,0.05,0.169113,,,
388,traffic,900,483.46171,441.52788,1052.351,11.6928,complete,0.05,0.159394,,,
389,traffic,900,558.76254,451.70259,1335.678,14.8409,complete,0.05,0.177829,,,
390,traffic,900,536.73978,448.4024,1378.541,15.3171,complete,0.05,0.167716,,,
391,traffic,900,496.84908,449.05423,1087.646,12.085,complete,0.05,0.164778,,,
392,traffic,900,536.89402,503.99595,1214.062,13.4896,complete,0.05,0.169418,,,
393,traffic,900,414.38387,504.00939,862.968,9.5885,complete,0.05,0.150875,,,
394,traffic,900,357.55438,498.9776,939.349,10.4372,complete,0.05,0.176285,,,
395,traffic,900,407.01041,498.33209,927.666,10.3074,complete,0.05,0.17248,,,
396,traffic,142,-468.54147,451.61738,281.619,19.8324,collision,0.05,0.189017,,,
397,traffic,900,424.21791,445.25714,915.876,10.1764,complete,0.05,0.182678,,,
398,traffic,395,-258.74398,403.56049,588.976,14.9108,collision,0.05,0.183052,,,
399,traffic,900,449.26333,402.45724,1103.187,12.2576,complete,0.05,0.172845,,,
400,traffic,900,437.6121,421.64174,1158.741,12.8749,complete,0.05,0.181515,544.92656,1196.213,1.0
