episode,scenario,steps,return,rolling_return_20,distance_m,mean_speed_mps,outcome,epsilon,mean_loss,eval_return,eval_distance_m,eval_safe_rate
47,lane,900,1008.1284,823.85987,2406.092,26.7344,complete,0.572384,0.082599,,,
48,lane,900,1006.7107,860.3979,2384.222,26.4914,complete,0.562884,0.123786,,,
49,lane,900,1054.71321,893.76709,2512.303,27.9145,complete,0.553384,0.098524,,,
50,lane,900,1052.7176,920.70074,2500.195,27.7799,complete,0.543884,0.089656,-465.421,213.558,0.0
51,lane,900,1027.40084,936.89629,2436.959,27.0773,complete,0.534384,0.07941,,,
52,lane,900,1053.76736,944.13815,2519.895,27.9988,complete,0.524884,0.086907,,,
53,lane,900,1016.48549,974.05465,2448.917,27.2102,complete,0.515384,0.128846,,,
54,lane,900,1060.70435,979.98527,2523.267,28.0363,complete,0.505884,0.096593,,,
55,lane,900,1044.49641,994.2803,2465.984,27.3998,complete,0.496384,0.10116,,,
56,lane,900,1071.73933,1007.70905,2558.238,28.4249,complete,0.486884,0.067955,,,
57,lane,900,1074.97053,1013.37706,2547.639,28.3071,complete,0.477384,0.080944,,,
58,lane,900,1061.82228,1020.27459,2534.21,28.1579,complete,0.467884,0.10593,,,
59,lane,900,1071.40628,1031.39778,2542.571,28.2508,complete,0.458384,0.098675,,,
60,lane,900,1088.92371,1039.9094,2576.283,28.6254,complete,0.448884,0.16885,,,
61,lane,900,1073.29086,1044.08639,2547.735,28.3082,complete,0.439384,0.096649,,,
62,lane,900,1085.89659,1049.18906,2578.157,28.6462,complete,0.429884,0.084096,,,
63,lane,900,1097.39868,1053.45337,2596.593,28.851,complete,0.420384,0.075393,,,
64,lane,900,1059.07527,1055.097,2600.586,28.8954,complete,0.410884,0.075683,,,
65,lane,900,1083.18918,1057.05626,2583.928,28.7103,complete,0.401384,0.08967,,,
66,lane,900,1090.42936,1059.16332,2585.879,28.732,complete,0.391884,0.096872,,,
67,lane,900,1082.56131,1062.88497,2565.003,28.5,complete,0.382384,0.108437,,,
68,lane,900,1069.51025,1066.02495,2556.766,28.4085,complete,0.372884,0.069865,,,
69,lane,900,1084.51185,1067.51488,2584.34,28.7149,complete,0.363384,0.08222,,,
70,lane,900,1093.164,1069.5372,2600.598,28.8955,complete,0.353884,0.095586,,,
71,lane,900,1097.39403,1073.03686,2599.554,28.8839,complete,0.344384,0.071131,,,
72,lane,900,1104.32847,1075.56491,2606.946,28.9661,complete,0.334884,0.091414,,,
73,lane,900,1103.63446,1079.92236,2600.071,28.8897,complete,0.325384,0.084887,,,
74,lane,900,1100.04498,1081.88939,2597.505,28.8612,complete,0.315884,0.053255,,,
75,lane,900,1086.35459,1083.9823,2560.135,28.4459,complete,0.306384,0.070141,-503.00227,202.125,0.0
76,lane,900,1091.16909,1084.95379,2571.075,28.5675,complete,0.296884,0.084454,,,
77,lane,900,1097.56478,1086.0835,2588.32,28.7591,complete,0.287384,0.094836,,,
78,lane,900,1097.08753,1087.84676,2588.466,28.7607,complete,0.277884,0.076209,,,
79,lane,900,1110.73028,1089.81296,2622.92,29.1436,complete,0.268384,0.108441,,,
80,lane,900,1108.01445,1090.7675,2610.394,29.0044,complete,0.258884,0.080395,,,
81,lane,900,1110.34164,1092.62004,2618.589,29.0954,complete,0.249384,0.091253,,,
82,lane,900,1107.81543,1093.71598,2622.933,29.1437,complete,0.239884,0.08278,,,
83,lane,900,1093.53116,1093.52261,2595.961,28.844,complete,0.230384,0.105176,,,
84,lane,900,1104.83693,1095.81069,2616.14,29.0682,complete,0.220884,0.114237,,,
85,lane,900,1108.24865,1097.06366,2620.116,29.1124,complete,0.211384,0.089477,,,
86,lane,900,1107.57128,1097.92076,2629.537,29.2171,complete,0.201884,0.090965,,,
87,lane,900,1109.09186,1099.24729,2621.707,29.1301,complete,0.192384,0.088351,,,
88,lane,900,1111.98458,1101.371,2636.638,29.296,complete,0.182884,0.106482,,,
89,lane,900,1112.67143,1102.77898,2635.903,29.2878,complete,0.173384,0.101553,,,
90,lane,900,1103.0903,1103.2753,2620.544,29.1172,complete,0.163884,0.10135,,,
91,lane,900,1110.19029,1103.91511,2627.794,29.1977,complete,0.154384,0.094293,,,
92,lane,900,1098.26427,1103.6119,2631.648,29.2405,complete,0.144884,0.080224,,,
93,lane,900,1112.89209,1104.07478,2632.744,29.2527,complete,0.135384,0.099436,,,
94,lane,900,1113.47859,1104.74646,2630.982,29.2331,complete,0.125884,0.115847,,,
95,lane,900,1118.50969,1106.35422,2634.323,29.2703,complete,0.116384,0.115275,,,
96,lane,900,1119.59923,1107.77572,2634.08,29.2676,complete,0.106884,0.087264,,,
97,lane,900,1121.78455,1108.98671,2642.152,29.3572,complete,0.097384,0.092785,,,
98,lane,900,1117.46406,1110.00554,2633.852,29.265,complete,0.087884,0.124283,,,
99,lane,900,1120.45449,1110.49175,2639.591,29.3288,complete,0.078384,0.081346,,,
100,lane,900,1120.46712,1111.11438,2644.001,29.3778,complete,0.068884,0.085214,-388.72561,536.078,0.0
101,lane,900,1120.06979,1111.60079,2641.933,29.3548,complete,0.059384,0.112187,,,
102,lane,900,1123.80095,1112.40007,2645.11,29.3901,complete,0.05,0.09853,,,
103,lane,900,1119.40506,1113.69376,2633.701,29.2633,complete,0.05,0.125428,,,
104,lane,900,1120.0941,1114.45662,2641.357,29.3484,complete,0.05,0.105896,,,
105,lane,900,1122.68619,1115.1785,2645.071,29.3897,complete,0.05,0.073428,,,
106,lane,900,1120.81158,1115.84051,2641.05,29.345,complete,0.05,0.109727,,,
107,lane,900,1115.347,1116.15327,2639.042,29.3227,complete,0.05,0.110389,,,
108,lane,900,1120.814,1116.59474,2639.145,29.3238,complete,0.05,0.107527,,,
109,lane,900,1115.50546,1116.73644,2635.604,29.2845,complete,0.05,0.086618,,,
110,lane,900,1123.22056,1117.74295,2640.863,29.3429,complete,0.05,0.097808,,,
111,lane,900,1126.37083,1118.55198,2645.774,29.3975,complete,0.05,0.117171,,,
112,lane,900,1119.64833,1119.62118,2641.452,29.3495,complete,0.05,0.120961,,,
113,lane,900,1122.11787,1120.08247,2643.465,29.3718,complete,0.05,0.115916,,,
114,lane,900,1116.54122,1120.2356,2641.36,29.3484,complete,0.05,0.09257,,,
115,lane,900,1124.26941,1120.52359,2639.883,29.332,complete,0.05,0.098172,,,
116,lane,900,1124.87146,1120.7872,2641.373,29.3486,complete,0.05,0.104748,,,
117,lane,900,1122.97405,1120.84668,2639.683,29.3298,complete,0.05,0.119328,,,
118,lane,900,1119.71449,1120.9592,2644.626,29.3847,complete,0.05,0.129557,,,
119,lane,900,1118.35359,1120.85415,2645.722,29.3969,complete,0.05,0.085434,,,
120,lane,900,1114.19484,1120.54054,2642.477,29.3609,complete,0.05,0.079127,,,
121,lane,900,1108.26247,1119.95017,2636.745,29.2972,complete,0.05,0.099837,,,
122,lane,900,1117.45105,1119.63268,2637.402,29.3045,complete,0.05,0.115563,,,
123,lane,900,1117.19913,1119.52238,2638.864,29.3207,complete,0.05,0.093474,,,
124,lane,900,1117.90527,1119.41294,2635.474,29.283,complete,0.05,0.105396,,,
125,lane,900,1124.44294,1119.50078,2642.565,29.3618,complete,0.05,0.102446,-399.23774,702.472,0.0
126,lane,900,1118.60442,1119.39042,2632.398,29.2489,complete,0.05,0.100026,,,
127,lane,900,1122.73241,1119.75969,2638.979,29.322,complete,0.05,0.106704,,,
128,lane,900,1126.38163,1120.03807,2640.524,29.3392,complete,0.05,0.081601,,,
129,lane,900,1121.03668,1120.31463,2632.31,29.2479,complete,0.05,0.122286,,,
130,lane,900,1126.22888,1120.46505,2641.928,29.3548,complete,0.05,0.134661,,,
131,lane,900,1125.36192,1120.4146,2644.724,29.3858,complete,0.05,0.081812,,,
132,lane,900,1121.68327,1120.51635,2638.88,29.3209,complete,0.05,0.106977,,,
133,lane,900,1126.8725,1120.75408,2645.038,29.3893,complete,0.05,0.108742,,,
134,lane,900,1122.83276,1121.06866,2639.788,29.331,complete,0.05,0.106908,,,
135,lane,900,1124.49057,1121.07972,2639.104,29.3234,complete,0.05,0.130318,,,
136,lane,900,1124.83265,1121.07778,2642.242,29.3582,complete,0.05,0.094066,,,
137,lane,900,1114.19564,1120.63886,2628.67,29.2074,complete,0.05,0.149312,,,
138,lane,900,1115.72357,1120.43931,2637.154,29.3017,complete,0.05,0.106463,,,
139,lane,900,1126.71824,1120.85754,2642.483,29.3609,complete,0.05,0.117767,,,
140,lane,900,1121.607,1121.22815,2640.859,29.3429,complete,0.05,0.098575,,,
141,lane,900,1126.13075,1122.12156,2644.392,29.3821,complete,0.05,0.142711,,,
142,lane,900,1121.83,1122.34051,2633.625,29.2625,complete,0.05,0.122469,,,
143,lane,900,1120.37061,1122.49909,2638.269,29.3141,complete,0.05,0.104818,,,
144,lane,900,1115.93033,1122.40034,2629.72,29.2191,complete,0.05,0.120196,,,
145,lane,900,1115.21319,1121.93885,2639.952,29.3328,complete,0.05,0.111409,,,
146,lane,900,1114.25912,1121.72159,2641.093,29.3455,complete,0.05,0.141865,,,
147,lane,900,1115.03174,1121.33655,2627.168,29.1908,complete,0.05,0.100162,,,
148,lane,900,1116.66759,1120.85085,2634.424,29.2714,complete,0.05,0.104335,,,
149,lane,900,1117.44501,1120.67127,2639.839,29.3315,complete,0.05,0.132284,,,
150,lane,900,1121.28786,1120.42422,2643.125,29.3681,complete,0.05,0.089208,-483.0232,326.792,0.0
151,light_traffic,120,-448.74303,1041.71897,280.406,23.3672,collision,0.05,0.124507,,,
152,light_traffic,237,-346.09173,968.33022,613.71,25.895,collision,0.05,0.101826,,,
153,light_traffic,192,-372.29649,893.37177,474.797,24.729,collision,0.05,0.107568,,,
154,light_traffic,55,-512.90067,811.5851,106.008,19.2742,collision,0.05,0.27692,,,
155,light_traffic,121,-433.34556,733.69329,307.471,25.4108,collision,0.05,0.179595,,,
156,light_traffic,45,-520.69879,651.41672,80.011,17.7802,collision,0.05,0.152007,,,
157,light_traffic,87,-453.36467,573.0387,189.419,21.7723,collision,0.05,0.265081,,,
158,light_traffic,449,-89.30341,512.78735,1271.65,28.3218,collision,0.05,0.281448,,,
159,light_traffic,113,-450.45822,433.92853,274.699,24.3096,collision,0.05,0.167791,,,
160,light_traffic,81,-516.26437,352.03496,173.311,21.3964,collision,0.05,0.157729,,,
161,light_traffic,37,-528.49258,269.3038,63.108,17.0563,collision,0.05,0.103738,,,
162,light_traffic,227,-343.9372,196.01544,608.099,26.7885,collision,0.05,0.253749,,,
163,light_traffic,127,-373.29657,121.33208,317.788,25.0227,collision,0.05,0.328078,,,
164,light_traffic,84,-421.32343,44.46939,187.559,22.3285,collision,0.05,0.434805,,,
165,light_traffic,122,-433.34059,-32.9583,292.315,23.9602,collision,0.05,0.188363,,,
166,light_traffic,60,-501.27823,-113.73517,123.084,20.514,collision,0.05,0.124404,,,
167,light_traffic,90,-494.86579,-194.23004,208.494,23.166,collision,0.05,0.243956,,,
168,light_traffic,169,-386.33129,-269.37999,453.074,26.8091,collision,0.05,0.290405,,,
169,light_traffic,152,-435.79602,-347.04204,396.636,26.0945,collision,0.05,0.346787,,,
170,light_traffic,141,-361.849,-421.19888,348.334,24.7045,collision,0.05,0.41927,,,
171,light_traffic,139,-424.42326,-419.98289,324.064,23.314,collision,0.05,0.46278,,,
172,light_traffic,205,-296.7871,-417.51766,544.475,26.5598,collision,0.05,0.482404,,,
173,light_traffic,61,-503.87952,-424.09681,123.353,20.2218,collision,0.05,0.326383,,,
174,light_traffic,222,-324.12497,-414.65803,575.247,25.912,collision,0.05,0.471666,,,
175,light_traffic,33,-529.29489,-419.45549,55.375,16.7802,collision,0.05,0.572034,-471.51887,245.534,0.0
176,light_traffic,67,-502.74043,-418.55758,146.083,21.8034,collision,0.05,0.434199,,,
177,light_traffic,392,-111.88563,-401.48362,1018.603,25.9848,collision,0.05,0.431059,,,
178,light_traffic,118,-457.95635,-419.91627,267.767,22.6921,collision,0.05,0.275096,,,
179,light_traffic,51,-510.9316,-422.93994,98.873,19.3868,collision,0.05,0.945824,,,
180,light_traffic,111,-461.122,-420.18282,274.697,24.7474,collision,0.05,0.251566,,,
181,light_traffic,139,-424.42794,-414.97959,321.741,23.1468,collision,0.05,0.761316,,,
182,light_traffic,388,-170.4698,-406.30622,1086.65,28.0065,collision,0.05,0.619319,,,
183,light_traffic,119,-447.55768,-410.01928,297.972,25.0397,collision,0.05,0.36087,,,
184,light_traffic,155,-454.46865,-411.67654,343.967,22.1914,collision,0.05,0.707712,,,
185,light_traffic,251,-321.41866,-406.08044,598.352,23.8387,collision,0.05,0.425994,,,
186,light_traffic,101,-512.31659,-406.63236,209.379,20.7306,collision,0.05,1.061057,,,
187,light_traffic,507,-55.97767,-384.68795,1334.106,26.3137,collision,0.05,0.501482,,,
188,light_traffic,218,-356.58742,-383.20076,557.966,25.5948,collision,0.05,0.413365,,,
189,light_traffic,153,-413.32717,-382.07732,332.255,21.716,collision,0.05,0.706635,,,
190,light_traffic,900,825.61937,-322.7039,2337.728,25.9748,complete,0.05,0.508191,,,
191,light_traffic,900,901.60059,-256.4027,2326.842,25.8538,complete,0.05,0.562872,,,
192,light_traffic,113,-439.65386,-263.54604,252.387,22.3351,collision,0.05,0.348689,,,
193,light_traffic,82,-500.62625,-263.38338,161.22,19.661,collision,0.05,0.386673,,,
194,light_traffic,595,-14.02877,-247.87857,1643.139,27.6158,collision,0.05,0.693923,,,
195,light_traffic,366,-215.64869,-232.19626,1027.821,28.0826,collision,0.05,0.654888,,,
196,light_traffic,99,-474.94623,-230.80655,211.459,21.3595,collision,0.05,0.643155,,,
197,light_traffic,101,-489.26777,-249.67566,215.745,21.3609,collision,0.05,0.518897,,,
198,light_traffic,900,890.31303,-182.26219,2044.531,22.717,complete,0.05,0.666732,,,
199,light_traffic,365,-264.82233,-169.95672,945.847,25.9136,collision,0.05,0.56963,,,
200,light_traffic,900,753.5666,-109.22229,2160.752,24.0084,complete,0.05,0.811926,-335.30918,913.897,0.0
201,light_traffic,199,-374.38004,-106.7199,531.637,26.7154,collision,0.05,0.872723,,,
202,light_traffic,894,-280.2501,-112.20891,1758.742,19.6727,collision,0.05,0.617122,,,
203,light_traffic,900,964.61441,-41.60031,2240.11,24.8901,complete,0.05,0.639662,,,
204,light_traffic,746,-287.72389,-33.26307,1410.45,18.9068,collision,0.05,0.649337,,,
205,light_traffic,900,902.62551,27.93914,2282.16,25.3573,complete,0.05,0.715677,,,
206,light_traffic,900,335.23148,70.31654,1904.732,21.1637,complete,0.05,0.729585,,,
207,light_traffic,683,13.06179,73.76851,1557.22,22.7997,collision,0.05,0.638765,,,
208,light_traffic,114,-418.10886,70.69244,218.749,19.1885,collision,0.05,0.64819,,,
209,light_traffic,715,-151.39717,83.78894,1496.72,20.9331,collision,0.05,0.779077,,,
210,light_traffic,90,-541.95705,15.41012,152.325,16.925,collision,0.05,0.653697,,,
211,light_traffic,900,746.24607,7.64239,2118.31,23.5368,complete,0.05,0.832159,,,
212,light_traffic,289,-437.83698,7.73324,575.1,19.8997,collision,0.05,0.82171,,,
213,light_traffic,832,-268.77237,19.32593,1390.222,16.7094,collision,0.05,0.739786,,,
214,light_traffic,900,584.52036,49.25339,2012.384,22.3598,complete,0.05,0.704699,,,
215,light_traffic,609,-341.15037,42.9783,1289.376,21.172,collision,0.05,0.878381,,,
216,light_traffic,581,-403.00237,46.5755,982.064,16.903,collision,0.05,0.868898,,,
217,light_traffic,900,262.16011,84.14689,1659.314,18.4368,complete,0.05,0.78939,,,
218,light_traffic,900,583.95998,68.82924,1614.661,17.9407,complete,0.05,0.75463,,,
219,light_traffic,900,124.32366,88.28654,949.903,10.5545,complete,0.05,0.828901,,,
220,light_traffic,900,553.23632,78.27002,1227.391,13.6377,complete,0.05,0.947738,,,
221,light_traffic,890,128.05132,103.39159,1489.458,16.7355,collision,0.05,0.906583,,,
222,light_traffic,900,642.66586,149.53739,1462.77,16.253,complete,0.05,0.774481,,,
223,light_traffic,900,620.20876,132.31711,1452.856,16.1428,complete,0.05,0.847286,,,
224,light_traffic,900,530.79367,173.24299,1140.24,12.6693,complete,0.05,1.015233,,,
225,light_traffic,900,663.54471,161.28895,1629.684,18.1076,complete,0.05,0.903124,526.88602,1314.411,1.0
226,light_traffic,900,442.09835,166.63229,938.905,10.4323,complete,0.05,0.717246,,,
227,light_traffic,900,643.25651,198.14203,1403.721,15.5969,complete,0.05,0.875541,,,
228,light_traffic,900,628.40148,250.46754,1517.183,16.8576,complete,0.05,0.710402,,,
229,light_traffic,900,719.3015,294.00248,1615.446,17.9494,complete,0.05,0.89569,,,
230,light_traffic,900,641.7318,353.18692,1600.55,17.7839,complete,0.05,0.838207,,,
231,light_traffic,900,483.7999,340.06461,1018.631,11.3181,complete,0.05,0.80941,,,
232,light_traffic,900,622.44881,393.0789,1389.424,15.438,complete,0.05,0.744885,,,
233,light_traffic,900,882.14914,450.62498,2206.612,24.5179,complete,0.05,0.786681,,,
234,light_traffic,900,628.95194,452.84656,1984.037,22.0449,complete,0.05,0.764012,,,
235,light_traffic,900,787.17353,509.26275,1870.876,20.7875,complete,0.05,0.79572,,,
236,light_traffic,900,576.41152,558.23344,1312.9,14.5878,complete,0.05,0.682655,,,
237,light_traffic,900,460.92639,568.17176,973.764,10.8196,complete,0.05,0.845577,,,
238,light_traffic,900,783.81671,578.16459,1966.868,21.8541,complete,0.05,0.858658,,,
239,light_traffic,900,788.77441,611.38713,1909.419,21.2158,complete,0.05,0.986136,,,
240,light_traffic,900,577.71059,612.61085,1248.444,13.8716,complete,0.05,0.795529,,,
241,light_traffic,900,422.262,627.32138,876.814,9.7424,complete,0.05,0.829627,,,
242,light_traffic,900,456.84201,618.03019,999.08,11.1009,complete,0.05,0.821471,,,
243,light_traffic,900,489.78759,611.50913,1234.001,13.7111,complete,0.05,0.815014,,,
244,light_traffic,900,594.46883,614.69289,1397.2,15.5244,complete,0.05,0.85858,,,
245,light_traffic,900,463.24443,604.67787,976.597,10.8511,complete,0.05,0.839431,,,
246,light_traffic,900,921.5886,628.65239,2268.229,25.2025,complete,0.05,0.871586,,,
247,light_traffic,900,478.57534,620.41833,1009.898,11.2211,complete,0.05,0.826137,,,
248,light_traffic,900,845.3478,631.26564,1967.362,21.8596,complete,0.05,0.805632,,,
249,light_traffic,900,443.44726,617.47293,922.126,10.2458,complete,0.05,0.876524,,,
250,light_traffic,900,449.72655,607.87267,1041.991,11.5777,complete,0.05,0.780861,540.43976,1141.469,1.0
251,light_traffic,900,762.71131,621.81824,1775.631,19.7292,complete,0.05,0.688581,,,
252,light_traffic,900,566.85433,619.03851,1260.345,14.0038,complete,0.05,0.594097,,,
253,light_traffic,900,846.27101,617.24461,1959.88,21.7764,complete,0.05,0.512491,,,
254,light_traffic,900,717.03714,621.64887,1652.342,18.3594,complete,0.05,0.514757,,,
255,light_traffic,900,905.77072,627.57873,2078.474,23.0942,complete,0.05,0.464355,,,
256,light_traffic,900,787.64908,638.14061,1816.027,20.1781,complete,0.05,0.421553,,,
257,light_traffic,900,601.78094,645.18333,1404.482,15.6054,complete,0.05,0.407136,,,
258,light_traffic,900,772.33194,644.60909,1746.724,19.408,complete,0.05,0.348625,,,
259,light_traffic,170,-350.90738,587.62501,434.503,25.559,collision,0.05,0.353916,,,
260,light_traffic,900,497.76308,583.62763,1087.921,12.088,complete,0.05,0.488374,,,
261,light_traffic,900,453.28005,585.17853,937.152,10.4128,complete,0.05,0.403342,,,
262,light_traffic,900,544.43902,589.55838,1232.899,13.6989,complete,0.05,0.324627,,,
263,light_traffic,900,767.69947,603.45398,1768.306,19.6478,complete,0.05,0.339499,,,
264,light_traffic,900,614.81105,604.47109,1364.376,15.1597,complete,0.05,0.353542,,,
265,light_traffic,900,491.20569,605.86915,1032.568,11.473,complete,0.05,0.342575,,,
266,light_traffic,900,818.19939,600.69969,2000.302,22.2256,complete,0.05,0.323949,,,
267,light_traffic,900,677.51313,610.64658,1756.593,19.5177,complete,0.05,0.311665,,,
268,light_traffic,900,712.21666,603.99002,1616.717,17.9635,complete,0.05,0.266209,,,
269,light_traffic,900,743.0972,618.97252,2072.65,23.0294,complete,0.05,0.242286,,,
270,light_traffic,900,992.06896,646.08964,2455.27,27.2808,complete,0.05,0.254758,,,
271,light_traffic,900,459.38751,630.92345,1096.041,12.1782,complete,0.05,0.267818,,,
272,light_traffic,900,594.7447,632.31797,1384.937,15.3882,complete,0.05,0.212591,,,
273,light_traffic,900,664.66859,623.23785,1680.704,18.6745,complete,0.05,0.243309,,,
274,light_traffic,900,639.03165,619.33757,1483.153,16.4795,complete,0.05,0.208496,,,
275,light_traffic,900,503.33668,599.21587,1248.227,13.8692,complete,0.05,0.229017,414.58329,1086.709,1.0
276,light_traffic,900,427.80596,581.22371,1095.25,12.1694,complete,0.05,0.18414,,,
277,light_traffic,189,-317.48555,535.26039,445.796,23.5871,collision,0.05,0.148973,,,
278,light_traffic,900,488.9643,521.09201,1185.877,13.1764,complete,0.05,0.231066,,,
279,light_traffic,900,758.7745,576.5761,1998.158,22.2018,complete,0.05,0.210869,,,
280,light_traffic,900,594.08541,581.39222,1459.912,16.2212,complete,0.05,0.216161,,,
281,light_traffic,900,660.56493,591.75646,1629.664,18.1074,complete,0.05,0.227655,,,
282,light_traffic,900,589.40286,594.00465,1906.927,21.1881,complete,0.05,0.243598,,,
283,light_traffic,900,819.35145,596.58725,2050.942,22.7882,complete,0.05,0.239719,,,
284,light_traffic,900,571.15424,594.40441,1517.96,16.8662,complete,0.05,0.228875,,,
285,light_traffic,900,603.92479,600.04037,1546.06,17.1784,complete,0.05,0.22304,,,
286,light_traffic,900,450.95361,581.67808,1279.825,14.2203,complete,0.05,0.226388,,,
287,light_traffic,900,603.66088,577.98547,1516.692,16.8521,complete,0.05,0.252109,,,
288,light_traffic,900,391.66198,561.95773,979.884,10.8876,complete,0.05,0.235225,,,
289,light_traffic,900,482.28902,548.91732,1132.273,12.5808,complete,0.05,0.259825,,,
290,light_traffic,900,502.01602,524.41468,1238.584,13.762,complete,0.05,0.223938,,,
291,light_traffic,900,675.40345,535.21547,1637.998,18.2,complete,0.05,0.245745,,,
292,light_traffic,900,604.31384,535.69393,1494.143,16.6016,complete,0.05,0.256929,,,
293,light_traffic,900,579.86679,531.45384,1295.943,14.3994,complete,0.05,0.234193,,,
294,light_traffic,900,830.26257,541.01539,2104.664,23.3852,complete,0.05,0.280898,,,
295,light_traffic,900,659.48833,548.82297,1608.319,17.8702,complete,0.05,0.237097,,,
296,light_traffic,900,455.3278,550.19906,1080.344,12.0038,complete,0.05,0.259654,,,
297,light_traffic,900,664.00674,599.27368,1645.809,18.2868,complete,0.05,0.238666,,,
298,light_traffic,900,413.44231,595.49758,834.373,9.2708,complete,0.05,0.234301,,,
299,light_traffic,900,560.66363,585.59203,1209.144,13.4349,complete,0.05,0.263621,,,
300,light_traffic,900,563.39577,584.05755,1236.867,13.743,complete,0.05,0.250694,616.57106,1341.245,1.0
301,light_traffic,900,569.45677,579.50214,1323.096,14.7011,complete,0.05,0.195816,,,
302,light_traffic,900,478.02034,573.93302,1030.694,11.4522,complete,0.05,0.208678,,,
303,light_traffic,900,889.19094,577.42499,2264.937,25.166,complete,0.05,0.204286,,,
304,light_traffic,900,596.92604,578.71358,1313.015,14.5891,complete,0.05,0.244656,,,
305,light_traffic,900,912.73772,594.15423,2099.956,23.3328,complete,0.05,0.207215,,,
306,light_traffic,900,989.8496,621.09903,2309.209,25.6579,complete,0.05,0.181814,,,
307,light_traffic,900,560.10607,618.92129,1211.351,13.4595,complete,0.05,0.239056,,,
